Article #,URL,Priority,Status,Main Topic 1,Subtopic 2,Subtopic 3,Subtopic 4 / Individual Page,Keyword,Search Volume,CPC,UNIQUE TOPICS,SERP Analysis Keyword Difficulty,Search Intent,Content Type,Buyer's Journey,Date Published,Updated Date,Author
,kien-thuc/kinh-te-vi-mo/chi-tieu-kinh-te/chi-so-pce,,Researching,Kiến thức,Kinh tế vĩ mô,Chỉ tiêu kinh tế,chỉ số pce,chỉ số pce,,,TRUE,,,,,,,
,kien-thuc/kinh-te-vi-mo/chi-tieu-kinh-te/cpi-la-gi,,Researching,Kiến thức,Kinh tế vĩ mô,Chỉ tiêu kinh tế,cpi là gì,cpi là gì,,,TRUE,,,,,,,
,kien-thuc/kinh-te-vi-mo/chi-tieu-kinh-te/chi-so-ppi-la-gi,,Researching,Kiến thức,Kinh tế vĩ mô,Chỉ tiêu kinh tế,Chỉ số PPI là gì,Chỉ số PPI là gì,,,TRUE,,,,,,,
,kien-thuc/kinh-te-vi-mo/chinh-sach-tien-te/cau-tien-la-gi,,Researching,Kiến thức,Kinh tế vĩ mô,Chính sách tiền tệ,Cầu tiền là gì,Cầu tiền là gì,,,TRUE,,,,,,,
,kien-thuc/kinh-te-vi-mo/chi-tieu-kinh-te/lai-suat-dieu-hanh-la-gi,,Published,Kiến thức,Kinh tế vĩ mô,Chỉ tiêu kinh tế,Lãi suất điều hành là gì,Lãi suất điều hành là gì,,,TRUE,,,,,,,
,kien-thuc/kinh-te-vi-mo/chinh-sach-tien-te/omo-la-gi,,Researching,Kiến thức,Kinh tế vĩ mô,Chính sách tiền tệ,omo là gì,omo là gì,,,TRUE,,,,,,,
,kien-thuc/kinh-te-vi-mo/chinh-sach-tien-te/ecb-la-gi,,Researching,Kiến thức,Kinh tế vĩ mô,Chính sách tiền tệ,ECB là gì,ECB là gì,,,TRUE,,,,,,,
,kien-thuc/kinh-te-vi-mo/chinh-sach-tai-khoa/von-oda-la-gi,,Researching,Kiến thức,Kinh tế vĩ mô,Chính sách tài khóa,Vốn ODA là gì,Vốn ODA là gì,,,TRUE,,,,,,,
,kien-thuc/kinh-te-vi-mo/chi-tieu-kinh-te/cpi-cot-loi-la-gi,,Researching,Kiến thức,Kinh tế vĩ mô,Chỉ tiêu kinh tế,cpi cốt lõi là gì,cpi cốt lõi là gì,,,TRUE,,,,,,,
,kien-thuc/kinh-te-vi-mo/chi-tieu-kinh-te/lai-suat-thuc-la-gi,,Published,Kiến thức,Kinh tế vĩ mô,Chỉ tiêu kinh tế,Lãi suất thực là gì,Lãi suất thực là gì,,,TRUE,,,,,,,
,kien-thuc/kinh-te-vi-mo/chinh-sach-tien-te/nghiep-vu-thi-truong-mo-la-gi,,Researching,Kiến thức,Kinh tế vĩ mô,Chính sách tiền tệ,Nghiệp vụ thị trường mở là gì,Nghiệp vụ thị trường mở là gì,,,TRUE,,,,,,,
,kien-thuc/kinh-te-vi-mo/chinh-sach-tien-te/du-tru-ngoai-hoi-nha-nuoc-la-gi,,Researching,Kiến thức,Kinh tế vĩ mô,Chính sách tiền tệ,Dự trữ ngoại hối nhà nước là gì,Dự trữ ngoại hối nhà nước là gì,,,TRUE,,,,,,,
,kien-thuc/kinh-te-vi-mo/chi-tieu-kinh-te/fpi-la-gi,,Published,Kiến thức,Kinh tế vĩ mô,Chỉ tiêu kinh tế,fpi là gì,fpi là gì,,,TRUE,,,,,,,
,kien-thuc/kinh-te-vi-mo/chi-tieu-kinh-te/iip-la-gi,,Published,Kiến thức,Kinh tế vĩ mô,Chỉ tiêu kinh tế,iip là gì,iip là gì,,,TRUE,,,,,,,
,kien-thuc/kinh-te-vi-mo/chinh-sach-tien-te/tin-phieu-kho-bac-la-gi,,Researching,Kiến thức,Kinh tế vĩ mô,Chính sách tiền tệ,Tín phiếu kho bạc là gì,Tín phiếu kho bạc là gì,,,TRUE,,,,,,,
,kien-thuc/kinh-te-vi-mo/chi-tieu-kinh-te/loi-nhuan-rong-va-loi-nhuan-sau-thue,,Researching,Kiến thức,Kinh tế vĩ mô,Chỉ tiêu kinh tế,Lợi nhuận ròng và lợi nhuận sau thuế,Lợi nhuận ròng và lợi nhuận sau thuế,,,TRUE,,,,,,,
,kien-thuc/kinh-te-vi-mo/chinh-sach-tai-khoa/chinh-sach-cong,,Researching,Kiến thức,Kinh tế vĩ mô,Chính sách tài khóa,Chính sách công,Chính sách công,,,TRUE,,,,,,,
,kien-thuc/kinh-te-vi-mo/chi-tieu-kinh-te/giam-phat-la-gi,,Researching,Kiến thức,Kinh tế vĩ mô,Chỉ tiêu kinh tế,giảm phát là gì,giảm phát là gì,,,TRUE,,,,,,,
,kien-thuc/kinh-te-vi-mo/chinh-sach-tai-khoa/so-nhan-tai-khoa-la-gi,,Researching,Kiến thức,Kinh tế vĩ mô,Chính sách tài khóa,Số nhân tài khóa là gì,Số nhân tài khóa là gì,,,TRUE,,,,,,,
,kien-thuc/kinh-te-vi-mo/chi-tieu-kinh-te/can-can-thuong-mai-la-gi,,Published,Kiến thức,Kinh tế vĩ mô,Chỉ tiêu kinh tế,cán cân thương mại là gì,cán cân thương mại là gì,,,TRUE,,,,,,,
,kien-thuc/kinh-te-vi-mo/chi-tieu-kinh-te/chi-so-pmi,,Researching,Kiến thức,Kinh tế vĩ mô,Chỉ tiêu kinh tế,chỉ số pmi,chỉ số pmi,,,TRUE,,,,,,,
,kien-thuc/kinh-te-vi-mo/chinh-sach-tien-te/dong-tien-nong-la-gi,,Researching,Kiến thức,Kinh tế vĩ mô,Chính sách tiền tệ,Dòng tiền nóng là gì,Dòng tiền nóng là gì,,,TRUE,,,,,,,
,kien-thuc/kinh-te-vi-mo/chinh-sach-tien-te/room-tin-dung-la-gi,,Researching,Kiến thức,Kinh tế vĩ mô,Chính sách tiền tệ,room tín dụng là gì,room tín dụng là gì,,,TRUE,,,,,,,
,kien-thuc/kinh-te-vi-mo/chi-tieu-kinh-te/-gio-hang-tieu-dung,,Researching,Kiến thức,Kinh tế vĩ mô,Chỉ tiêu kinh tế, giỏ hàng tiêu dùng, giỏ hàng tiêu dùng,,,TRUE,,,,,,,
,kien-thuc/kinh-te-vi-mo/chi-tieu-kinh-te/khung-hoang-kinh-te-la-gi,,Researching,Kiến thức,Kinh tế vĩ mô,Chỉ tiêu kinh tế,Khủng hoảng kinh tế là gì,Khủng hoảng kinh tế là gì,,,TRUE,,,,,,,
,kien-thuc/kinh-te-vi-mo/chi-tieu-kinh-te/sieu-lam-phat-la-gi,,Researching,Kiến thức,Kinh tế vĩ mô,Chỉ tiêu kinh tế,Siêu lạm phát là gì,Siêu lạm phát là gì,,,TRUE,,,,,,,
,kien-thuc/kinh-te-vi-mo/chi-tieu-kinh-te/suy-thoai-kinh-te-la-gi,,Researching,Kiến thức,Kinh tế vĩ mô,Chỉ tiêu kinh tế,Suy thoái kinh tế là gì,Suy thoái kinh tế là gì,,,TRUE,,,,,,,
,kien-thuc/kinh-te-vi-mo/chinh-sach-tien-te/lai-suat-lien-ngan-hang-la-gi,,Published,Kiến thức,Kinh tế vĩ mô,Chính sách tiền tệ,Lãi suất liên ngân hàng là gì,Lãi suất liên ngân hàng là gì,,,TRUE,,,,,,,
,kien-thuc/kinh-te-vi-mo/chi-tieu-kinh-te/gdp-la-gi,,Published,Kiến thức,Kinh tế vĩ mô,Chỉ tiêu kinh tế,gdp là gì,gdp là gì,,,TRUE,,,,,,,
,kien-thuc/kinh-te-vi-mo/chi-tieu-kinh-te/ty-gia-la-gi,,Published,Kiến thức,Kinh tế vĩ mô,Chỉ tiêu kinh tế,tỷ giá là gì,tỷ giá là gì,,,TRUE,,,,,,,
,kien-thuc/kinh-te-vi-mo/chi-tieu-kinh-te/lai-suat-la-gi,,Published,Kiến thức,Kinh tế vĩ mô,Chỉ tiêu kinh tế,lãi suất là gì,lãi suất là gì,,,TRUE,,,,,,,
,kien-thuc/kinh-te-vi-mo/chi-tieu-kinh-te/tang-truong-tin-dung,,Published,Kiến thức,Kinh tế vĩ mô,Chỉ tiêu kinh tế,tăng trưởng tín dụng,tăng trưởng tín dụng,,,TRUE,,,,,,,
,kien-thuc/kinh-te-vi-mo/chi-tieu-kinh-te/no-cong-la-gi,,Published,Kiến thức,Kinh tế vĩ mô,Chỉ tiêu kinh tế,nợ công là gì,nợ công là gì,,,TRUE,,,,,,,
,kien-thuc/kinh-te-vi-mo/chi-tieu-kinh-te/fdi-la-gi,,Published,Kiến thức,Kinh tế vĩ mô,Chỉ tiêu kinh tế,FDI là gì,FDI là gì,,,TRUE,,,,,,,
,kien-thuc/kinh-te-vi-mo/chi-tieu-kinh-te/pmi-la-gi,,Published,Kiến thức,Kinh tế vĩ mô,Chỉ tiêu kinh tế,PMI là gì,PMI là gì,,,TRUE,,,,,,,
,kien-thuc/kinh-te-vi-mo/chi-tieu-kinh-te/ty-le-that-nghiep-la-gi,,Published,Kiến thức,Kinh tế vĩ mô,Chỉ tiêu kinh tế,Tỷ lệ thất nghiệp là gì,Tỷ lệ thất nghiệp là gì,,,TRUE,,,,,,,
,kien-thuc/kinh-te-vi-mo/chinh-sach-tien-te/ngan-hang-nha-nuoc-la-gi,,Published,Kiến thức,Kinh tế vĩ mô,Chính sách tiền tệ,Ngân hàng nhà nước là gì,Ngân hàng nhà nước là gì,,,TRUE,,,,,,,
,kien-thuc/kinh-te-vi-mo/chinh-sach-tien-te/lien-ngan-hang-la-gi,,Published,Kiến thức,Kinh tế vĩ mô,Chính sách tiền tệ,Liên ngân hàng là gì,Liên ngân hàng là gì,,,TRUE,,,,,,,
,kien-thuc/kinh-te-vi-mo/chinh-sach-tien-te/tin-phieu-la-gi,,Published,Kiến thức,Kinh tế vĩ mô,Chính sách tiền tệ,Tín phiếu là gì,Tín phiếu là gì,,,TRUE,,,,,,,
,kien-thuc/kinh-te-vi-mo/chinh-sach-tien-te/du-tru-ngoai-hoi-la-gi,,Published,Kiến thức,Kinh tế vĩ mô,Chính sách tiền tệ,Dự trữ ngoại hối là gì,Dự trữ ngoại hối là gì,,,TRUE,,,,,,,
,kien-thuc/kinh-te-vi-mo/chinh-sach-tien-te/cung-tien-la-gi,,Published,Kiến thức,Kinh tế vĩ mô,Chính sách tiền tệ,Cung tiền là gì,Cung tiền là gì,,,TRUE,,,,,,,
,kien-thuc/kinh-te-vi-mo/chinh-sach-tai-khoa/chinh-sach-tai-khoa-la-gi,,Published,Kiến thức,Kinh tế vĩ mô,Chính sách tài khóa,Chính sách tài khóa là gì,Chính sách tài khóa là gì,,,TRUE,,,,,,,
,kien-thuc/kinh-te-vi-mo/chinh-sach-tai-khoa/ngan-sach-nha-nuoc-la-gi,,Published,Kiến thức,Kinh tế vĩ mô,Chính sách tài khóa,Ngân sách nhà nước là gì,Ngân sách nhà nước là gì,,,TRUE,,,,,,,
,kien-thuc/kinh-te-vi-mo/chinh-sach-tai-khoa/thue-la-gi,,Published,Kiến thức,Kinh tế vĩ mô,Chính sách tài khóa,thuế là gì,thuế là gì,,,TRUE,,,,,,,
,kien-thuc/kinh-te-vi-mo/chinh-sach-tai-khoa/chinh-sach-cong-la-gi,,Published,Kiến thức,Kinh tế vĩ mô,Chính sách tài khóa,chính sách công là gì,chính sách công là gì,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
,,,,,,,,,,,TRUE,,,,,,,
